"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W2077834285","Identification of neuropeptides from the decapod crustacean sinus glands using nanoscale liquid chromatography tandem mass spectrometry","2005","71","Biochemical and Biophysical Research Communications","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Qiang Fu; Michael F. Goy","2","keep"
"W245402439","Herbal drugs against cardiovascular disease: traditional medicine and modern development","2015","71","Drug Discovery Today","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Xiuwen Zhou; Na Li; Miao Sun; Juanxiu Lv; Zhice Xu","0","drop"
"W2012343180","Modulation of Rhythmic Motor Activity by Pyrokinin Peptides","2006","69","Journal of Neurophysiology","","False","True","False","Shari R. Saideman; Mingming Ma; Kimberly K. Kutz‐Naber; Aaron P. Cook; Pieter Torfs; Liliane Schoofs; Michael P. Nusbaum","7","keep"
"W2887113077","Comparison of Vacuum MALDI and AP-MALDI Platforms for the Mass Spectrometry Imaging of Metabolites Involved in Salt Stress in Medicago truncatula","2018","67","Frontiers in Plant Science","University of Wisconsin–Madison","True","True","True","Caitlin Keller; Junko Maëda; Dhileepkumar Jayaraman; Sanhita Chakraborty; Michael R. Sussman; Jeanne M. Harris; Jean‐Michel Ané","7","keep"
"W2077734227","Inhibition of MITF and Tyrosinase by Paeonol-Stimulated JNK/SAPK to Reduction of Phosphorylated CREB","2008","66","The American Journal of Chinese Medicine","Chinese Academy of Medical Sciences & Peking Union Medical College","False","False","False","Jin Bu; Pengcheng Ma; Zhiqiang Chen; Wu‐qing Zhou; You‐Jun Fu; Chengrang Li","0","drop"
"W1972992502","Mass Spectral Analysis of Neuropeptide Expression and Distribution in the Nervous System of the Lobster <i>Homarus americanus</i>","2009","64","Journal of Proteome Research","University of Wisconsin–Madison; Thermo Fisher Scientific (United States)","True","True","False","Ruibing Chen; Xiaoyue Jiang; Maria C. Prieto Conaway; Iman Mohtashemi; Limei Hui; Rosa Viner","6","keep"
"W2052363451","Midgut epithelial endocrine cells are a rich source of the neuropeptides APSGFLGMRamide (<i>Cancer borealis</i> tachykinin-related peptide Ia) and GYRKPPFNGSIFamide (Gly1-SIFamide) in the crabs <i>Cancer borealis</i>, <i>Cancer magister</i> and <i>Cancer productus</i>","2007","62","Journal of Experimental Biology","University of Wisconsin–Madison","True","True","False","Andrew E. Christie; Kimberly K. Kutz‐Naber; Elizabeth A. Stemmler; A. Кlеіn; Daniel I. Messinger; Christopher C. Goiney; Anna J. Conterato; Emily A. Bruns; Yun‐Wei A. Hsu; Patsy S. Dickinson","10","keep"
"W1904374410","Advances in Mass Spectrometric Tools for Probing Neuropeptides","2015","61","Annual Review of Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Amanda R. Buchberger; Qing Yu","2","keep"
"W2074901156","ROS-Mediated Autophagy Induced by Dysregulation of Lipid Metabolism Plays a Protective Role in Colorectal Cancer Cells Treated with Gambogic Acid","2014","61","PLoS ONE","Huazhong University of Science and Technology","False","False","False","Haiyuan Zhang; Yunlong Lei; Ping Yuan; Chao Luo; Rui Gao; Jun Tian; Zuo‐Hua Feng; Edouard C. Nice; Jun Sun","0","drop"
"W2624943597","BAIAP3, a C2 domain–containing Munc13 protein, controls the fate of dense-core vesicles in neuroendocrine cells","2017","60","The Journal of Cell Biology","University of Wisconsin–Madison","True","True","True","Xingmin Zhang; Shan Jiang; Kelly A. Mitok; Alan Attie; Thomas F.J. Martin","5","keep"
"W1979071260","Mass spectrometric characterization and physiological actions of VPNDWAHFRGSWamide, a novel B type allatostatin in the crab, <i>Cancer borealis</i>","2007","59","Journal of Neurochemistry","University of Wisconsin–Madison","True","True","False","Qiang Fu; Lamont S. Tang; Eve Marder","3","keep"
"W2158767154","Relative quantification of amine-containing metabolites using isobaric N,N-dimethyl leucine (DiLeu) reagents via LC-ESI-MS/MS and CE-ESI-MS/MS","2014","58","The Analyst","University of Wisconsin–Madison; Madison Group (United States)","True","True","True","Ling Hao; Xuefei Zhong; Tyler Greer; Hui Ye","4","keep"
"W1941219655","Influence of animal husbandry practices on void spot assay outcomes in C57BL/6J male mice","2014","56","Neurourology and Urodynamics","University of Wisconsin–Madison","True","True","False","Kimberly P. Keil; Lisa L. Abler; Helene M. Altmann; Wade Bushman; Paul C. Marker; William A. Ricke; Dale E. Bjorling; Chad M. Vezina","8","keep"
"W2014613207","Analysis of Neuropeptide Expression and Localization in Adult <i>Drosophila melanogaster</i> Central Nervous System by Affinity Cell-Capture Mass Spectrometry","2009","56","Journal of Proteome Research","University of Wisconsin–Madison; Harvard University; Bruker (United States)","True","True","False","Joanne Y. Yew; Yun Wang; Natasha S. Barteneva; Sergei Dikler; Kimberly K. Kutz‐Naber; Edward A. Kravitz","6","keep"
"W2163131666","Comparative glycoproteomics: approaches and applications","2008","56","Briefings in Functional Genomics and Proteomics","","False","True","False","Xin Wei","1","keep"
"W2786467315","New techniques, applications and perspectives in neuropeptide research","2018","56","Journal of Experimental Biology","University of Wisconsin–Madison","True","True","True","Kellen DeLaney; Amanda R. Buchberger; Louise E. Atkinson; Stefan Gründer; Angela Mousley","5","keep"
"W2016911556","Measurement of neuropeptides in crustacean hemolymph via MALDI mass spectrometry","2008","55","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Ruibing Chen; Mingming Ma; Limei Hui; Jiang Zhang","4","keep"
"W2038203428","Identification and cardiotropic actions of sulfakinin peptides in the American lobster <i>Homarus americanus</i>","2007","55","Journal of Experimental Biology","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Patsy S. Dickinson; Jake S. Stevens; Szymon Rus; Henry R. Brennan; Christopher C. Goiney; Christine M. Smith; David W. Towle; Andrew E. Christie","8","keep"
"W2417932691","Peroxymonosulfate Rapidly Inactivates the Disease-Associated Prion Protein","2016","55","Environmental Science & Technology","University of Wisconsin–Madison","True","True","True","Alexandra R. Chesney; Clarissa J. Booth; Christopher B. Lietz; Joel A. Pedersen","4","keep"
"W2084310133","Multifaceted Investigation of Metabolites During Nitrogen Fixation in <b><i>Medicago</i></b> via High Resolution MALDI-MS Imaging and ESI-MS","2014","54","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Erin Gemperline; Dhileepkumar Jayaraman; Junko Maëda; Jean‐Michel Ané","4","keep"
"W3025918457","Glycopeptide Biomarkers in Serum Haptoglobin for Hepatocellular Carcinoma Detection in Patients with Nonalcoholic Steatohepatitis","2020","54","Journal of Proteome Research","University of Wisconsin–Madison","True","True","False","Jianhui Zhu; Junfeng Huang; Jie Zhang; Zhengwei Chen; Yu Lin; Gabriela Grigorean; Suyu Liu; Amit G. Singal; Neehar D. Parikh; David M. Lubman","10","keep"
"W2102503075","Improved isobaric tandem mass tag quantification by ion mobility mass spectrometry","2014","53","Rapid Communications in Mass Spectrometry","University of Wisconsin System; University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Robert M. Sturm; Christopher B. Lietz","2","keep"
"W2174553040","Expression and distribution of neuropeptides in the nervous system of the crab <i>Carcinus maenas</i> and their roles in environmental stress","2015","53","PROTEOMICS","University of Wisconsin–Madison","True","True","True","Yuzhuo Zhang; Amanda R. Buchberger; Gajanthan Muthuvel","3","keep"
"W2562701216","Mass Defect-Based <i>N</i>,<i>N</i>-Dimethyl Leucine Labels for Quantitative Proteomics and Amine Metabolomics of Pancreatic Cancer Cells","2016","53","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Ling Hao; Jillian Johnson; Christopher B. Lietz; Amanda R. Buchberger; Dustin C. Frost; Weiyuan John Kao","6","keep"
"W1412537369","A one-step preparation method of monolithic enzyme reactor for highly efficient sample preparation coupled to mass spectrometry-based proteomics studies","2015","52","Journal of Chromatography A","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Shan Jiang; Zichuan Zhang","2","keep"
"W2175885310","Changes in atmospheric composition during the 2014 APEC conference in Beijing","2015","52","Journal of Geophysical Research Atmospheres","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Zhanshan Wang; Yunting Li; Tian Chen; Baoxian Liu; Dawei Zhang; Feng Sun; Qiang Wei; Lei Jiang; Libo Pan","0","drop"
"W2738682266","Targeted Mass Spectrometry Approach Enabled Discovery of <i>O-</i>Glycosylated Insulin and Related Signaling Peptides in Mouse and Human Pancreatic Islets","2017","52","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Qing Yu; Alejandra Canales; Matthew S. Glover; Rahul Das; Xudong Shi; Yang Liu; Mark P. Keller; Alan Attie","8","keep"
"W2899704524","Gut Microbial and Metabolic Responses to Salmonella enterica Serovar Typhimurium and Candida albicans","2018","52","mBio","University of Wisconsin–Madison","True","True","True","Jennifer R. Bratburd; Caitlin Keller; Eugenio I. Vivas; Erin Gemperline; Federico E. Rey; Cameron R. Currie","6","keep"
"W2906511847","Recent Advances and New Perspectives in Capillary Electrophoresis-Mass Spectrometry for Single Cell “Omics”","2018","52","Molecules","University of Wisconsin–Madison","True","True","True","Kellen DeLaney; Christopher S. Sauer; Nhu Q. Vu","3","keep"
"W2986840503","Molecular basis for chirality-regulated Aβ self-assembly and receptor recognition revealed by ion mobility-mass spectrometry","2019","52","Nature Communications","University of Wisconsin–Madison","True","True","True","Gongyu Li; Kellen DeLaney","2","keep"
"W2048744060","Combining Microdialysis, NanoLC-MS, and MALDI-TOF/TOF To Detect Neuropeptides Secreted in the Crab, <i>Cancer borealis</i>","2008","51","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Heidi L. Behrens; Ruibing Chen","2","keep"
"W2971616287","Acetyl-CoA flux regulates the proteome and acetyl-proteome to maintain intracellular metabolic crosstalk","2019","51","Nature Communications","University of Wisconsin–Madison","True","True","True","Inca A. Dieterich; Alexis J. Lawton; Yajing Peng; Qing Yu; Timothy W. Rhoads; Katherine A. Overmyer; Yusi Cui; Eric A. Armstrong; Porsha R. Howell; Maggie S. Burhans; John M. Denu; Joshua J. Coon; Rozalyn M. Anderson; Luigi Puglielli","14","keep"
"W3158218832","Quantification and molecular imaging of fatty acid isomers from complex biological samples by mass spectrometry","2021","50","Chemical Science","University of Wisconsin–Madison; Madison Group (United States)","True","True","True","Hua Zhang; Meng Xu; Xudong Shi; Yuan Liu; Zihui Li; Justin C. Jagodinsky; M Ma; Nathan V. Welham; Zachary S. Morris","9","keep"
"W1985394121","Comparative Neuropeptidomic Analysis of Food Intake via a Multifaceted Mass Spectrometric Approach","2009","48","ACS Chemical Neuroscience","University of Wisconsin–Madison","True","True","True","Ruibing Chen; Limei Hui; Stephanie Cape; Junhua Wang","4","keep"
"W2013734101","Challenges and Recent Advances in Mass Spectrometric Imaging of Neurotransmitters","2014","48","Bioanalysis","University of Wisconsin–Madison","True","True","True","Erin Gemperline; Bingming Chen","2","keep"
"W2056893568","Mass spectrometry-based proteomics and peptidomics for systems biology and biomarker discovery","2012","48","Frontiers in Biology","University of Wisconsin–Madison","True","True","False","Robert Cunningham; Di Ma","2","keep"
"W2793975661","Human &amp;beta;-defensin 3-combined gold nanoparticles for enhancement of osteogenic differentiation of human periodontal ligament cells in inflammatory microenvironments","2018","48","International Journal of Nanomedicine","Shanghai Stomatological Hospital; Nanjing Medical University; Nanjing University","False","False","False","Jing Zhou; Yangheng Zhang; Huangmei Fu; Wenrong Yang; Fuhua Yan","0","drop"
"W1987736714","The In Vitro Characterization of the Erythronolide Mycarosyltransferase EryBV and Its Utility in Macrolide Diversification","2007","46","ChemBioChem","University of Wisconsin–Madison","True","True","False","Changsheng Zhang; Qiang Fu; Christoph Albermann; Jon S. Thorson","4","keep"
"W2903706473","Putrescine delays postovulatory aging of mouse oocytes by upregulating PDK4 expression and improving mitochondrial activity","2018","46","Aging","Nanjing Medical University","False","False","False","Wendan Xu; Jingwen Sun; Songyue Zhu; Zhengjie Yan; Li Gao; Chao Gao; Yugui Cui; Caiping Mao","0","drop"
"W2968628755","Dual-Functional Titanium(IV) Immobilized Metal Affinity Chromatography Approach for Enabling Large-Scale Profiling of Protein Mannose-6-Phosphate Glycosylation and Revealing Its Predominant Substrates","2019","46","Analytical Chemistry","Tianjin University","False","True","False","Junfeng Huang; Jing Dong; Xudong Shi; Zhengwei Chen; Yusi Cui; Xiaoyan Liu; Mingliang Ye","7","keep"
"W2094309702","Mapping of Neuropeptides in the Crustacean Stomatogastric Nervous System by Imaging Mass Spectrometry","2012","45","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Hui Ye; Limei Hui; Katherine A. Kellersberger","3","keep"
"W1595837951","Recent advances in enrichment and separation strategies for mass spectrometry‐based phosphoproteomics","2014","44","Electrophoresis","University of Wisconsin–Madison","True","True","False","Chenxi Yang; Xuefei Zhong","2","keep"
"W2079515858","Large-Scale Collision Cross-Section Profiling on a Traveling Wave Ion Mobility Mass Spectrometer","2014","44","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Christopher B. Lietz; Qing Yu","2","keep"
"W2753169979","Characterization of intact sialylated glycopeptides and phosphorylated glycopeptides from IMAC enriched samples by EThcD fragmentation: Toward combining phosphoproteomics and glycoproteomics","2017","44","International Journal of Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Matthew S. Glover; Qing Yu; Zhengwei Chen; Xudong Shi; K. Craig Kent","5","keep"
"W1989241618","Mass spectral comparison of the neuropeptide complement of the stomatogastric ganglion and brain in the adult and embryonic lobster, <i>Homarus americanus</i>","2007","43","Journal of Neurochemistry","University of Wisconsin–Madison","True","True","False","Stephanie Cape; Kristina J. Rehm; Mingming Ma; Eve Marder","4","keep"
